candidate,probability,label
0.499997_DM_69.08_beam_11C2020_02_21_21:38:09.fil.hdf5,2.5537452e-07,0.0
0.499997_DM_70.00_beam_8C2020_02_02_03:11:29.fil.hdf5,0.00042253727,0.0
0.499997_DM_711.24_beam_495C2020_04_13_00:48:33.fil.hdf5,2.029422e-06,0.0
0.499997_DM_71.22_beam_0C2020_04_19_16:22:30.fil.hdf5,1.0,1.0
0.499997_DM_720.37_beam_9C2020_02_02_04:36:03.fil.hdf5,1.6507212e-05,0.0
0.499997_DM_734.06_beam_537C2020_04_13_00:53:58.fil.hdf5,0.00042442695,0.0
0.499997_DM_75.52_beam_0C2020_04_07_06:06:26.fil.hdf5,1.0,1.0
0.499997_DM_75.83_beam_0C2020_02_02_11:20:28.fil.hdf5,1.0,1.0
0.499997_DM_75.83_beam_0C2020_03_15_23:07:27.fil.hdf5,1.0,1.0
0.499997_DM_75.83_beam_0C2020_03_15_23:09:41.fil.hdf5,1.0,1.0
0.499997_DM_75.83_beam_0C2020_03_30_01:40:22.fil.hdf5,1.0,1.0
0.499997_DM_75.83_beam_0C2020_04_07_06:05:04.fil.hdf5,1.0,1.0
0.499997_DM_75.83_beam_0C2020_04_12_01:03:42.fil.hdf5,0.99999976,1.0
0.499997_DM_75.83_beam_0C2020_04_12_01:04:06.fil.hdf5,1.0,1.0
0.499997_DM_764.06_beam_627C2020_04_13_00:48:33.fil.hdf5,3.3069114e-06,0.0
0.499997_DM_76.44_beam_0C2020_04_12_01:03:20.fil.hdf5,1.0,1.0
0.499997_DM_76.75_beam_14C2020_04_27_02:17:58.fil.hdf5,0.019224357,0.0
0.499997_DM_771.23_beam_10C2020_02_14_05:16:13.fil.hdf5,0.0027683617,0.0
0.499997_DM_771.88_beam_5C2020_04_27_02:16:57.fil.hdf5,8.0364494e-05,0.0
0.499997_DM_774.30_beam_104C2020_05_31_18:20:10.fil.hdf5,0.00045782386,0.0
0.499997_DM_775.68_beam_20C2020_04_27_02:16:57.fil.hdf5,6.385446e-05,0.0
0.499997_DM_78.59_beam_11C2020_02_04_01:44:41.fil.hdf5,6.605579e-06,0.0
0.499997_DM_79.51_beam_0C2020_04_19_16:01:40.fil.hdf5,0.9999943,1.0
0.499997_DM_81.66_beam_0C2020_04_11_21:17:17.fil.hdf5,1.0,1.0
0.499997_DM_83.50_beam_2C2020_02_16_01:49:07.fil.hdf5,6.337907e-07,0.0
0.499997_DM_84.42_beam_0C2020_04_19_16:02:49.fil.hdf5,0.9999982,1.0
0.499997_DM_85.96_beam_0C2020_04_19_18:54:19.fil.hdf5,1.0,1.0
0.499997_DM_87.19_beam_0C2020_04_07_02:14:46.fil.hdf5,1.0,1.0
0.499997_DM_87.19_beam_605C2020_04_23_23:05:06.fil.hdf5,0.18807273,0.0
0.499997_DM_87.80_beam_0C2020_04_07_02:19:14.fil.hdf5,0.99935156,1.0
0.499997_DM_94.25_beam_0I2020_01_12_23:53:21.fil.hdf5,0.0003201258,0.0
0.499997_DM_94.25_beam_6C2020_02_02_05:57:19.fil.hdf5,4.1293865e-07,0.0
0.499997_DM_95.17_beam_0C2020_04_19_19:37:22.fil.hdf5,1.0,1.0
0.499997_DM_961.05_beam_195C2020_05_31_18:20:56.fil.hdf5,0.0031383173,0.0
0.499998_DM_100.39_beam_0C2020_02_16_01:57:17.fil.hdf5,8.439885e-06,0.0
0.499998_DM_100.70_beam_0C2020_04_07_01:47:17.fil.hdf5,1.0,1.0
0.499998_DM_101.31_beam_0C2020_04_07_02:07:52.fil.hdf5,0.9999927,1.0
0.499998_DM_1147.88_beam_8C2020_02_21_20:36:04.fil.hdf5,0.008646621,0.0
0.499998_DM_1154.21_beam_224C2020_04_13_07:12:38.fil.hdf5,0.0011753422,0.0
0.499998_DM_118.19_beam_0C2020_04_12_02:35:02.fil.hdf5,0.99999964,1.0
0.499998_DM_118.50_beam_0C2020_04_11_20:33:59.fil.hdf5,0.99999595,1.0
0.499998_DM_122.19_beam_6C2020_02_04_01:59:55.fil.hdf5,8.6847535e-07,0.0
0.499998_DM_125.56_beam_141C2020_04_23_23:09:25.fil.hdf5,0.009865228,0.0
0.499998_DM_125.87_beam_7C2020_02_04_01:59:55.fil.hdf5,1.2587196e-05,0.0
0.499998_DM_126.79_beam_164C2019_12_06_15:48:36.fil.hdf5,1.750613e-05,0.0
0.499998_DM_127.71_beam_107C2020_04_13_05:09:59.fil.hdf5,9.926644e-05,0.0
0.499998_DM_136.92_beam_0C2020_04_19_18:18:43.fil.hdf5,0.9999989,1.0
0.499998_DM_136.92_beam_0C2020_04_19_18:18:47.fil.hdf5,0.99999976,1.0
0.499998_DM_140.91_beam_0C2020_04_12_04:12:38.fil.hdf5,0.9999043,1.0
0.499998_DM_145.21_beam_0C2020_04_07_03:40:49.fil.hdf5,1.0,1.0
0.499998_DM_145.21_beam_0C2020_04_07_03:47:03.fil.hdf5,0.9999933,1.0
0.499998_DM_146.44_beam_0C2020_03_15_15:11:28.fil.hdf5,0.9999989,1.0
0.499998_DM_1474.51_beam_657C2020_01_20_09:37:01.fil.hdf5,7.897437e-06,0.0
0.499998_DM_1525.15_beam_2C2020_02_02_04:42:01.fil.hdf5,1.3007773e-05,0.0
0.499998_DM_163.32_beam_0C2020_04_12_00:00:27.fil.hdf5,1.0,1.0
0.499998_DM_163.63_beam_0C2020_04_11_23:55:14.fil.hdf5,1.0,1.0
0.499998_DM_163.63_beam_0C2020_04_11_23:55:17.fil.hdf5,1.0,1.0
0.499998_DM_164.25_beam_0C2020_04_12_00:11:08.fil.hdf5,1.0,1.0
0.499998_DM_164.55_beam_0C2020_03_23_03:07:28.fil.hdf5,1.0,1.0
0.499998_DM_164.55_beam_0C2020_04_12_00:00:23.fil.hdf5,0.99982774,1.0
0.499998_DM_164.86_beam_0C2020_03_23_03:03:50.fil.hdf5,1.0,1.0
0.499998_DM_164.86_beam_0C2020_04_11_23:53:49.fil.hdf5,1.0,1.0
0.499998_DM_165.47_beam_0C2020_03_23_03:18:40.fil.hdf5,1.0,1.0
0.499998_DM_166.09_beam_0C2020_02_03_02:20:43.fil.hdf5,1.0,1.0
0.499998_DM_167.62_beam_0C2020_03_23_03:15:07.fil.hdf5,1.0,1.0
0.499998_DM_174.38_beam_0C2020_04_07_02:50:27.fil.hdf5,0.99986136,1.0
0.499998_DM_174.68_beam_0C2020_04_07_02:50:12.fil.hdf5,1.0,1.0
0.499998_DM_174.68_beam_0C2020_04_07_03:17:26.fil.hdf5,1.0,1.0
0.499998_DM_174.99_beam_0C2020_04_07_03:16:11.fil.hdf5,1.0,1.0
0.499998_DM_174.99_beam_0C2020_04_19_19:30:15.fil.hdf5,0.9999716,1.0
0.499998_DM_177.14_beam_0C2020_04_13_07:53:42.fil.hdf5,0.9999999,1.0
0.499998_DM_177.45_beam_0C2020_03_15_17:37:59.fil.hdf5,0.9999999,1.0
0.499998_DM_177.45_beam_0C2020_03_30_02:37:53.fil.hdf5,0.9999776,1.0
0.499998_DM_179.59_beam_0C2020_03_30_02:39:12.fil.hdf5,0.9965132,1.0
0.499998_DM_190.95_beam_0C2020_02_02_11:48:10.fil.hdf5,1.0,1.0
0.499998_DM_191.57_beam_0C2020_02_02_11:48:11.fil.hdf5,1.0,1.0
0.499998_DM_191.57_beam_0C2020_02_02_12:01:59.fil.hdf5,0.9999999,1.0
0.499998_DM_191.88_beam_0C2020_02_02_11:45:57.fil.hdf5,1.0,1.0
0.499998_DM_205.69_beam_0C2020_03_15_16:30:40.fil.hdf5,1.0,1.0
0.499998_DM_215.21_beam_0C2020_04_07_06:58:15.fil.hdf5,0.9999995,1.0
0.499998_DM_21.80_beam_0C2020_03_30_02:56:49.fil.hdf5,0.9994487,1.0
0.499998_DM_220.73_beam_0C2020_04_11_23:29:09.fil.hdf5,1.0,1.0
0.499998_DM_221.65_beam_0C2020_04_11_23:33:20.fil.hdf5,0.9999715,1.0
0.499998_DM_22.72_beam_0C2020_04_13_08:27:00.fil.hdf5,0.9998679,1.0
0.499998_DM_230.25_beam_0I2020_01_12_23:49:08.fil.hdf5,0.0014597955,0.0
0.499998_DM_23.02_beam_0C2020_03_30_03:31:35.fil.hdf5,0.9999999,1.0
0.499998_DM_23.02_beam_0C2020_04_13_08:18:34.fil.hdf5,1.0,1.0
0.499998_DM_23.33_beam_0C2020_04_13_08:28:11_1.fil.hdf5,1.0,1.0
0.499998_DM_23.64_beam_0C2020_04_13_08:25:25.fil.hdf5,1.0,1.0
0.499998_DM_23.64_beam_0C2020_04_13_08:32:17.fil.hdf5,1.0,1.0
0.499998_DM_238.85_beam_0C2020_04_11_21:24:02.fil.hdf5,0.99890697,1.0
0.499998_DM_23.95_beam_7C2020_03_23_03:05:40.fil.hdf5,0.00032882212,0.0
0.499998_DM_241.61_beam_0C2020_04_12_04:43:30.fil.hdf5,1.0,1.0
0.499998_DM_244.37_beam_0I2020_01_12_23:26:26.fil.hdf5,0.00042015224,0.0
0.499998_DM_24.56_beam_0C2020_04_13_10:14:59.fil.hdf5,1.0,1.0
0.499998_DM_24.87_beam_0C2020_04_13_10:28:06.fil.hdf5,0.91224915,1.0
0.499998_DM_25.48_beam_0C2020_04_13_10:01:11.fil.hdf5,0.9999994,1.0
0.499998_DM_25.79_beam_0C2020_04_13_10:02:33.fil.hdf5,1.0,1.0
0.499998_DM_26.09_beam_0C2020_04_13_10:13:32.fil.hdf5,1.0,1.0
0.499998_DM_26.09_beam_0C2020_04_13_10:15:15.fil.hdf5,0.9964175,1.0
0.499998_DM_26.09_beam_608C2020_04_23_23:09:00.fil.hdf5,0.00068159506,0.0
0.499998_DM_270.47_beam_0C2020_02_03_23:50:46.fil.hdf5,1.0,1.0
0.499998_DM_280.90_beam_0C2020_04_11_22:59:12.fil.hdf5,1.0,1.0
0.499998_DM_281.21_beam_0C2020_04_11_22:58:41.fil.hdf5,1.0,1.0
0.499998_DM_281.52_beam_0C2020_04_11_23:00:40.fil.hdf5,0.999998,1.0
0.499998_DM_281.83_beam_0C2020_04_11_22:53:09.fil.hdf5,0.9995629,1.0
0.499998_DM_282.75_beam_0C2020_03_15_22:12:15.fil.hdf5,1.0,1.0
0.499998_DM_29.78_beam_312C2020_04_13_02:12:25.fil.hdf5,0.0006019615,0.0
0.499998_DM_30.09_beam_750C2020_04_23_23:04:40.fil.hdf5,0.00016501415,0.0
0.499998_DM_3036.17_beam_142C2020_04_13_00:54:25.fil.hdf5,0.0001637085,0.0
0.499998_DM_30.39_beam_0C2020_04_13_08:37:15.fil.hdf5,1.0,1.0
0.499998_DM_31.01_beam_649C2019_12_06_15:47:23.fil.hdf5,0.0006004233,0.0
0.499998_DM_31.31_beam_0C2020_04_11_22:24:00.fil.hdf5,0.9999995,1.0
0.499998_DM_31.62_beam_0C2020_04_11_22:34:20.fil.hdf5,0.99999976,1.0
0.499998_DM_31.62_beam_0C2020_04_11_22:46:48.fil.hdf5,0.999985,1.0
0.499998_DM_31.62_beam_0C2020_04_11_22:47:01.fil.hdf5,0.999998,1.0
0.499998_DM_31.62_beam_0C2020_04_13_08:47:04.fil.hdf5,1.0,1.0
0.499998_DM_31.62_beam_0C2020_04_13_08:51:59.fil.hdf5,0.99999416,1.0
0.499998_DM_31.62_beam_0C2020_04_13_08:57:37.fil.hdf5,0.9999999,1.0
0.499998_DM_31.93_beam_162C2019_12_06_15:44:12.fil.hdf5,2.353717e-05,0.0
0.499998_DM_31.93_beam_326C2019_12_06_15:48:28.fil.hdf5,0.0019119766,0.0
0.499998_DM_32.23_beam_0C2020_04_13_09:17:37.fil.hdf5,0.9999807,1.0
0.499998_DM_32.54_beam_0C2020_04_13_09:01:07.fil.hdf5,0.99998116,1.0
0.499998_DM_33.46_beam_0C2020_04_11_22:44:48.fil.hdf5,1.0,1.0
0.499998_DM_337.39_beam_0C2020_03_15_19:11:54.fil.hdf5,0.99999976,1.0
0.499998_DM_339.24_beam_0C2020_03_15_19:12:27.fil.hdf5,0.99999917,1.0
0.499998_DM_339.85_beam_0I2020_01_12_23:47:29.fil.hdf5,0.0027363119,0.0
0.499998_DM_35.00_beam_519C2020_04_23_23:10:28.fil.hdf5,0.00176005,0.0
0.499998_DM_370.86_beam_253C2020_04_22_15:27:03.fil.hdf5,0.0004274434,0.0
0.499998_DM_377.92_beam_10C2020_02_03_22:14:10.fil.hdf5,0.00015993982,0.0
0.499998_DM_381.98_beam_197C2020_04_13_00:46:09.fil.hdf5,6.962044e-07,0.0
0.499998_DM_401.54_beam_0C2020_02_03_05:41:18.fil.hdf5,1.0,1.0
0.499998_DM_402.85_beam_0C2020_02_02_11:26:59.fil.hdf5,1.0,1.0
0.499998_DM_41.14_beam_4C2020_04_07_01:28:10.fil.hdf5,1.0,1.0
0.499998_DM_42.06_beam_4C2020_04_07_01:38:06.fil.hdf5,1.6772321e-05,0.0
0.499998_DM_4282.68_beam_698C2020_01_20_10:33:28.fil.hdf5,1.633543e-06,0.0
0.499998_DM_434.14_beam_458C2020_04_13_01:21:23.fil.hdf5,0.00070466346,0.0
0.499998_DM_476.52_beam_1C2020_02_02_03:53:42_1.fil.hdf5,0.0010885545,0.0
0.499998_DM_49.12_beam_0C2020_03_20_20:11:37.fil.hdf5,1.0,1.0
0.499998_DM_49.12_beam_0C2020_03_20_20:32:45.fil.hdf5,0.9997037,1.0
0.499998_DM_49.12_beam_0C2020_03_20_20:52:45.fil.hdf5,0.99996734,1.0
0.499998_DM_49.12_beam_0C2020_03_20_21:01:42.fil.hdf5,0.8820683,1.0
0.499998_DM_49.12_beam_0C2020_03_20_21:02:12.fil.hdf5,0.99640757,1.0
0.499998_DM_49.12_beam_0C2020_03_20_21:09:13.fil.hdf5,0.99969447,1.0
0.499998_DM_49.12_beam_0C2020_03_20_21:22:28.fil.hdf5,0.99963,1.0
0.499998_DM_49.12_beam_0C2020_03_20_21:25:59.fil.hdf5,0.9557332,1.0
0.499998_DM_49.12_beam_0C2020_03_20_21:39:31.fil.hdf5,0.9999969,1.0
0.499998_DM_49.12_beam_0C2020_03_28_12:52:05.fil.hdf5,0.9999825,1.0
0.499998_DM_49.12_beam_0C2020_03_28_13:00:45.fil.hdf5,0.99982196,1.0
0.499998_DM_49.12_beam_0C2020_03_28_14:46:55.fil.hdf5,0.9977272,1.0
0.499998_DM_49.12_beam_0C2020_03_28_14:47:42.fil.hdf5,0.9999987,1.0
0.499998_DM_49.12_beam_0C2020_03_28_14:58:51.fil.hdf5,0.9999999,1.0
0.499998_DM_49.12_beam_0C2020_03_28_14:59:01.fil.hdf5,0.99896944,1.0
0.499998_DM_49.12_beam_0C2020_03_28_15:06:49.fil.hdf5,0.9999999,1.0
0.499998_DM_500.65_beam_0C2020_03_15_20:26:11.fil.hdf5,0.9999994,1.0
0.499998_DM_503.26_beam_0C2020_03_15_20:23:17.fil.hdf5,0.9999994,1.0
0.499998_DM_51.27_beam_0C2020_02_02_03:25:49.fil.hdf5,0.00018366543,0.0
0.499998_DM_5141.75_beam_365C2020_05_31_18:22:38.fil.hdf5,4.6073143e-05,0.0
0.499998_DM_51.58_beam_25C2020_01_20_10:47:54.fil.hdf5,0.0027960592,0.0
0.499998_DM_51.58_beam_4C2020_02_21_20:29:09.fil.hdf5,2.426925e-08,0.0
0.499998_DM_52.50_beam_3C2020_02_04_01:46:48.fil.hdf5,6.0945763e-06,0.0
0.499998_DM_52.80_beam_10C2020_02_02_05:54:53.fil.hdf5,1.8193164e-08,0.0
0.499998_DM_52.80_beam_11C2020_03_18_04:14:02.fil.hdf5,1.7246763e-05,0.0
0.499998_DM_53.73_beam_0C2020_04_19_17:29:56.fil.hdf5,1.0,1.0
0.499998_DM_54.65_beam_7C2020_02_04_02:46:19.fil.hdf5,6.3639636e-05,0.0
0.499998_DM_57.10_beam_0C2020_03_30_03:56:18.fil.hdf5,0.99983895,1.0
0.499998_DM_57.72_beam_0C2020_04_19_17:37:50.fil.hdf5,1.0,1.0
0.499998_DM_60.79_beam_4C2020_02_16_00:30:05.fil.hdf5,4.3443583e-06,0.0
0.499998_DM_61.40_beam_68C2020_04_23_23:00:44.fil.hdf5,4.3215347e-05,0.0
0.499998_DM_62.63_beam_2C2020_02_02_03:05:52.fil.hdf5,0.00017469135,0.0
0.499998_DM_63.24_beam_0C2020_03_20_03:00:15.fil.hdf5,0.9999572,1.0
0.499998_DM_64.47_beam_0C2020_04_12_05:30:42.fil.hdf5,0.9999945,1.0
0.499998_DM_64.47_beam_649C2019_12_06_15:45:19.fil.hdf5,0.093092255,0.0
0.499998_DM_656.48_beam_11C2020_02_04_02:35:47.fil.hdf5,0.007691515,0.0
0.499998_DM_66.31_beam_348C2020_04_23_22:58:40.fil.hdf5,0.00046510954,0.0
0.499998_DM_669.33_beam_170C2020_04_27_17:57:32.fil.hdf5,0.00042404296,0.0
0.499998_DM_67.54_beam_0C2020_04_19_18:06:55.fil.hdf5,1.0,1.0
0.499998_DM_71.22_beam_0C2020_04_19_16:22:40.fil.hdf5,1.0,1.0
0.499998_DM_75.83_beam_0C2020_04_07_01:15:17.fil.hdf5,1.0,1.0
0.499998_DM_75.83_beam_0C2020_04_07_06:08:12_1.fil.hdf5,1.0,1.0
0.499998_DM_75.83_beam_0C2020_04_12_01:03:38_1.fil.hdf5,1.0,1.0
0.499998_DM_76.75_beam_0C2020_04_19_20:21:03.fil.hdf5,1.0,1.0
0.499998_DM_76.75_beam_0C2020_04_19_20:21:57.fil.hdf5,0.99999976,1.0
0.499998_DM_768.62_beam_33C2020_01_12_23:15:02.fil.hdf5,0.00015168794,0.0
0.499998_DM_77.06_beam_0C2020_04_19_20:21:39.fil.hdf5,1.0,1.0
0.499998_DM_774.30_beam_361C2020_05_31_18:19:26.fil.hdf5,3.0823885e-05,0.0
0.499998_DM_803.53_beam_2C2019_12_18_08:42:51.fil.hdf5,5.065003e-05,0.0
0.499998_DM_851.64_beam_4C2020_02_16_03:50:58.fil.hdf5,1.836843e-06,0.0
0.499998_DM_86.88_beam_0C2020_04_11_22:48:44.fil.hdf5,0.9821389,1.0
0.499998_DM_92.41_beam_0C2020_04_19_19:51:14.fil.hdf5,1.0,1.0
0.499998_DM_92.71_beam_0C2020_04_19_19:36:38.fil.hdf5,1.0,1.0
0.499998_DM_92.71_beam_0C2020_04_19_19:51:52.fil.hdf5,0.99999785,1.0
0.499998_DM_93.33_beam_0C2020_04_11_21:51:08.fil.hdf5,0.9999999,1.0
0.499999_DM_100.39_beam_0C2020_04_07_01:39:26.fil.hdf5,0.95587367,1.0
0.499999_DM_101.00_beam_0C2020_04_07_01:44:26.fil.hdf5,1.0,1.0
0.499999_DM_101.00_beam_0C2020_04_19_19:49:18.fil.hdf5,1.0,1.0
0.499999_DM_1026.35_beam_7C2020_02_16_03:47:12.fil.hdf5,4.48077e-06,0.0
0.499999_DM_1037.74_beam_4C2020_02_14_04:15:19.fil.hdf5,4.0751976e-05,0.0
0.499999_DM_113.28_beam_263C2020_04_13_00:48:33.fil.hdf5,8.51807e-06,0.0
0.499999_DM_116.05_beam_0C2020_04_12_03:57:11.fil.hdf5,0.99988604,1.0
0.499999_DM_116.35_beam_596C2020_04_13_01:35:16.fil.hdf5,1.2676462e-07,0.0
0.499999_DM_117.27_beam_458C2020_04_12_03:35:08.fil.hdf5,3.1220636e-05,0.0
0.499999_DM_118.50_beam_0C2020_04_14_06:02:09.fil.hdf5,0.9999825,1.0
0.499999_DM_128.63_beam_0C2020_04_19_17:49:59.fil.hdf5,1.3443025e-08,0.0
0.499999_DM_1323.13_beam_0C2020_05_30_10:19:01.fil.hdf5,0.0061803455,0.0
0.499999_DM_1365.63_beam_0C2020_04_13_09:43:16.fil.hdf5,4.6720663e-05,0.0
0.499999_DM_137.84_beam_0C2020_03_23_03:30:56.fil.hdf5,0.95229495,1.0
0.499999_DM_138.76_beam_0C2020_04_19_16:10:25.fil.hdf5,1.0,1.0
0.499999_DM_138.76_beam_0C2020_04_19_16:11:12.fil.hdf5,1.0,1.0
0.499999_DM_1420.07_beam_619C2020_01_20_09:37:01.fil.hdf5,0.0007106321,0.0
0.499999_DM_1431.47_beam_4C2020_02_21_20:36:03.fil.hdf5,3.3827557e-05,0.0
0.499999_DM_143.68_beam_0C2020_04_07_04:18:08.fil.hdf5,1.0,1.0
0.499999_DM_143.98_beam_0C2020_03_15_15:29:39.fil.hdf5,1.0,1.0
0.499999_DM_144.90_beam_0C2020_04_07_04:20:08.fil.hdf5,1.0,1.0
0.499999_DM_145.21_beam_0C2020_03_15_15:21:49.fil.hdf5,1.0,1.0
0.499999_DM_145.21_beam_0C2020_04_07_04:21:01.fil.hdf5,1.0,1.0
0.499999_DM_145.52_beam_0C2020_04_07_03:49:06.fil.hdf5,1.0,1.0
0.499999_DM_145.82_beam_0C2020_04_07_03:40:12.fil.hdf5,1.0,1.0
0.499999_DM_1522.62_beam_275C2020_01_02_15:33:12.fil.hdf5,0.00075742934,0.0
0.499999_DM_1529.49_beam_246C2020_05_31_19:47:46.fil.hdf5,8.3760315e-05,0.0
0.499999_DM_1530.21_beam_5C2020_02_04_01:32:04.fil.hdf5,5.3917218e-05,0.0
0.499999_DM_153.81_beam_0C2020_04_12_01:30:55.fil.hdf5,0.9999999,1.0
0.499999_DM_154.42_beam_0I2020_01_12_23:50:12.fil.hdf5,0.00024352036,0.0
0.499999_DM_154.73_beam_0C2020_03_23_03:19:12.fil.hdf5,0.99998224,1.0
0.499999_DM_156.26_beam_0C2020_04_12_01:23:52.fil.hdf5,1.0,1.0
0.499999_DM_156.57_beam_0C2020_04_12_01:10:55.fil.hdf5,1.0,1.0
0.499999_DM_156.88_beam_0C2020_04_12_01:17:45.fil.hdf5,1.0,1.0
0.499999_DM_157.18_beam_0C2020_04_12_01:32:16.fil.hdf5,0.99999917,1.0
0.499999_DM_157.49_beam_0C2020_04_12_01:16:42.fil.hdf5,1.0,1.0
0.499999_DM_157.80_beam_0C2020_03_30_05:51:33.fil.hdf5,1.0,1.0
0.499999_DM_157.80_beam_0C2020_04_12_01:28:17.fil.hdf5,1.0,1.0
0.499999_DM_158.72_beam_0C2020_04_11_21:40:07.fil.hdf5,0.9999993,1.0
0.499999_DM_160.25_beam_0C2020_04_19_16:14:09.fil.hdf5,1.0,1.0
0.499999_DM_161.48_beam_0C2020_04_19_19:33:26.fil.hdf5,1.0,1.0
0.499999_DM_162.71_beam_0C2020_04_12_00:12:39.fil.hdf5,0.9999999,1.0
0.499999_DM_163.02_beam_0C2020_03_23_03:10:02.fil.hdf5,1.0,1.0
0.499999_DM_163.32_beam_0C2020_04_19_17:45:07.fil.hdf5,1.0,1.0
0.499999_DM_163.32_beam_0C2020_04_19_17:45:27.fil.hdf5,1.0,1.0
0.499999_DM_163.32_beam_0C2020_04_19_19:32:43.fil.hdf5,1.0,1.0
0.499999_DM_163.32_beam_0C2020_04_19_19:34:55.fil.hdf5,0.99986064,1.0
0.499999_DM_163.94_beam_0C2020_04_11_23:54:07.fil.hdf5,1.0,1.0
0.499999_DM_164.25_beam_0C2020_04_11_23:53:39.fil.hdf5,0.99999964,1.0
0.499999_DM_164.25_beam_0C2020_04_12_00:18:05.fil.hdf5,0.9999865,1.0
0.499999_DM_164.55_beam_0C2020_04_12_00:15:29.fil.hdf5,1.0,1.0
0.499999_DM_165.47_beam_0C2020_04_11_23:58:28.fil.hdf5,0.9999999,1.0
0.499999_DM_166.09_beam_0C2020_04_12_00:04:04.fil.hdf5,1.0,1.0
0.499999_DM_167.93_beam_0I2020_01_12_23:51:21.fil.hdf5,0.0044568703,0.0
0.499999_DM_173.46_beam_0C2020_04_07_02:57:12.fil.hdf5,1.0,1.0
0.499999_DM_173.76_beam_0C2020_04_07_02:57:01.fil.hdf5,1.0,1.0
0.499999_DM_174.07_beam_0C2020_04_07_03:03:08.fil.hdf5,1.0,1.0
0.499999_DM_174.38_beam_0C2020_04_07_03:03:50.fil.hdf5,1.0,1.0
0.499999_DM_174.68_beam_0C2020_04_07_02:55:56.fil.hdf5,1.0,1.0
0.499999_DM_174.99_beam_0C2020_04_07_03:02:10.fil.hdf5,1.0,1.0
0.499999_DM_174.99_beam_0C2020_04_07_03:12:26.fil.hdf5,1.0,1.0
0.499999_DM_175.30_beam_0C2020_04_07_02:52:20.fil.hdf5,1.0,1.0
0.499999_DM_175.60_beam_0C2020_04_07_03:00:48.fil.hdf5,1.0,1.0
0.499999_DM_176.83_beam_0C2020_03_15_17:55:45.fil.hdf5,1.0,1.0
0.499999_DM_176.83_beam_0C2020_04_13_07:52:35.fil.hdf5,0.99996614,1.0
0.499999_DM_177.45_beam_0C2020_03_15_17:49:48.fil.hdf5,1.0,1.0
0.499999_DM_177.45_beam_0C2020_04_13_07:57:59.fil.hdf5,1.0,1.0
0.499999_DM_177.75_beam_0C2020_03_15_17:34:07.fil.hdf5,1.0,1.0
0.499999_DM_177.75_beam_0C2020_03_15_17:59:12.fil.hdf5,0.99999976,1.0
0.499999_DM_178.37_beam_0C2020_03_30_02:03:32.fil.hdf5,0.9999999,1.0
0.499999_DM_178.98_beam_0C2020_03_30_02:38:50.fil.hdf5,1.0,1.0
0.499999_DM_179.90_beam_0C2020_04_11_20:44:11.fil.hdf5,1.0,1.0
0.499999_DM_180.21_beam_0C2020_04_11_20:52:21.fil.hdf5,1.0,1.0
0.499999_DM_180.52_beam_0C2020_04_19_17:43:39.fil.hdf5,1.0,1.0
0.499999_DM_1817.85_beam_0C2020_02_02_09:38:57.fil.hdf5,2.0901293e-06,0.0
0.499999_DM_192.18_beam_0C2020_04_14_01:43:42.fil.hdf5,0.99999917,1.0
0.499999_DM_192.49_beam_0C2020_04_14_01:39:38.fil.hdf5,1.0,1.0
0.499999_DM_205.08_beam_0C2020_03_15_16:01:19.fil.hdf5,0.99999964,1.0
0.499999_DM_205.38_beam_0C2020_03_15_16:04:18.fil.hdf5,1.0,1.0
0.499999_DM_205.38_beam_0C2020_03_15_16:23:06.fil.hdf5,1.0,1.0
0.499999_DM_205.69_beam_0C2020_03_15_15:53:02.fil.hdf5,1.0,1.0
0.499999_DM_205.69_beam_0C2020_03_15_15:53:07.fil.hdf5,1.0,1.0
0.499999_DM_205.69_beam_0C2020_03_15_16:03:27.fil.hdf5,0.9996439,1.0
0.499999_DM_210.29_beam_236C2020_04_13_01:35:16.fil.hdf5,2.5052879e-07,0.0
0.499999_DM_210.29_beam_6C2020_02_02_06:32:15.fil.hdf5,1.5551268e-05,0.0
0.499999_DM_213.98_beam_0C2020_04_07_07:01:00.fil.hdf5,0.9994981,1.0
0.499999_DM_21.49_beam_0C2020_03_30_03:02:33.fil.hdf5,0.9997894,1.0
0.499999_DM_219.50_beam_0C2020_04_11_23:49:46.fil.hdf5,0.9999939,1.0
0.499999_DM_219.81_beam_0C2020_04_11_23:31:40.fil.hdf5,0.9999969,1.0
0.499999_DM_220.12_beam_0C2020_04_11_23:44:13.fil.hdf5,1.0,1.0
0.499999_DM_220.43_beam_328C2019_12_06_15:45:19.fil.hdf5,0.0032286963,0.0
0.499999_DM_225.34_beam_430C2019_12_06_15:47:32.fil.hdf5,6.0290757e-05,0.0
0.499999_DM_23.02_beam_0C2020_03_30_02:43:19.fil.hdf5,3.975678e-08,0.0
0.499999_DM_23.02_beam_0C2020_03_30_03:02:07.fil.hdf5,0.9991999,1.0
0.499999_DM_23.02_beam_0C2020_04_13_08:17:26.fil.hdf5,0.9999963,1.0
0.499999_DM_233.32_beam_0C2020_04_12_02:53:58.fil.hdf5,0.9999938,1.0
0.499999_DM_23.33_beam_0C2020_04_13_08:17:04.fil.hdf5,1.0,1.0
0.499999_DM_23.33_beam_0C2020_04_13_08:19:12_1.fil.hdf5,1.0,1.0
0.499999_DM_23.33_beam_0C2020_04_13_08:22:24.fil.hdf5,1.0,1.0
