h5,label
0.599775_DM_240.38_beam_0I2020_01_12_23:44:26.fil.hdf5,0
0.705489_DM_76.44_beam_0C2020_04_07_01:15:53.fil.hdf5,1
0.177678_DM_54.34_beam_2C2020_02_02_04:24:17_1.fil.hdf5,0
0.500004_DM_177.75_beam_0C2020_03_30_02:06:16.fil.hdf5,1
0.500005_DM_216.74_beam_0C2020_04_11_23:17:46.fil.hdf5,1
0.499999_DM_174.68_beam_0C2020_04_07_03:02:22.fil.hdf5,1
0.499997_DM_49.12_beam_0C2020_03_28_12:46:51.fil.hdf5,1
0.499997_DM_76.14_beam_0C2020_04_07_01:17:23.fil.hdf5,1
0.1349_DM_75.83_beam_0C2020_04_14_01:25:23.fil.hdf5,1
0.500002_DM_447.18_beam_0C2020_04_19_18:27:13.fil.hdf5,1
0.5_DM_33.46_beam_224C2020_04_23_23:00:44.fil.hdf5,0
0.499996_DM_178.98_beam_9C2020_02_21_20:28:28.fil.hdf5,0
0.499999_DM_4050.68_beam_635C2020_04_04_00:55:55.fil.hdf5,0
0.5_DM_51.58_beam_10C2020_02_02_05:44:01.fil.hdf5,0
0.500005_DM_206.00_beam_0C2020_03_15_16:08:56.fil.hdf5,1
0.499996_DM_810.40_beam_150C2020_05_31_18:22:13.fil.hdf5,0
0.500004_DM_3036.17_beam_10C2020_02_02_03:00:21.fil.hdf5,0
0.801959_DM_35.61_beam_518C2020_04_23_23:10:22.fil.hdf5,0
0.500004_DM_1530.21_beam_1C2020_02_02_12:06:29.fil.hdf5,0
0.500001_DM_42.06_beam_6C2020_04_27_02:18:43.fil.hdf5,0
0.499997_DM_27.63_beam_408C2020_04_13_01:54:00.fil.hdf5,0
0.500003_DM_33.46_beam_0C2020_04_13_08:52:51.fil.hdf5,1
0.030838_DM_93.64_beam_0I2020_01_12_23:58:34.fil.hdf5,0
0.202122_DM_59.25_beam_0C2020_02_04_03:15:50.fil.hdf5,0
0.5_DM_143.37_beam_0C2020_03_15_15:18:05.fil.hdf5,1
0.474368_DM_23.33_beam_0C2020_04_13_08:25:23.fil.hdf5,1
0.088196_DM_637.57_beam_2C2020_02_04_03:18:03.fil.hdf5,0
0.500003_DM_74.60_beam_390C2020_04_27_02:17:58.fil.hdf5,0
0.500002_DM_163.32_beam_0C2020_04_19_17:47:58.fil.hdf5,1
0.500004_DM_120.34_beam_556C2020_04_27_17:58:19.fil.hdf5,0
0.5_DM_29.47_beam_752C2020_04_23_23:10:13.fil.hdf5,0
0.499999_DM_26.71_beam_0C2020_04_13_10:03:10.fil.hdf5,1
0.500002_DM_177.14_beam_0C2020_03_15_17:47:37.fil.hdf5,1
0.500002_DM_144.90_beam_560C2020_04_13_00:48:33.fil.hdf5,0
0.499998_DM_356.12_beam_0C2020_02_03_23:34:15.fil.hdf5,1
0.5_DM_38.68_beam_88C2020_04_23_23:00:33.fil.hdf5,0
0.500004_DM_52.50_beam_164C2019_12_06_15:45:19.fil.hdf5,0
0.499998_DM_453.70_beam_457C2020_04_13_01:21:23.fil.hdf5,0
0.499997_DM_26.40_beam_92C2020_04_23_23:00:17.fil.hdf5,0
0.500005_DM_341.69_beam_0C2020_03_15_18:52:30.fil.hdf5,1
0.828291_DM_4441.75_beam_203C2020_05_31_18:19:40.fil.hdf5,0
0.499999_DM_49.12_beam_0C2020_03_28_15:10:10.fil.hdf5,1
0.500004_DM_3039.24_beam_62C2020_05_25_02:11:28.fil.hdf5,0
0.500002_DM_30.39_beam_0C2020_04_13_08:55:36.fil.hdf5,1
0.975905_DM_29.16_beam_0C2020_04_13_09:28:29.fil.hdf5,1
0.681141_DM_22.41_beam_0C2020_03_15_16:02:57.fil.hdf5,0
0.5_DM_380.07_beam_469C2020_04_22_15:26:28.fil.hdf5,0
0.499995_DM_174.38_beam_0C2020_04_11_23:52:58.fil.hdf5,1
0.499997_DM_27.94_beam_226C2020_04_13_00:46:00.fil.hdf5,0
0.5_DM_26.09_beam_0C2020_04_13_10:09:06.fil.hdf5,1
0.499999_DM_107.76_beam_260C2020_04_22_15:32:35.fil.hdf5,0
0.499999_DM_146.44_beam_0C2020_04_19_19:27:44.fil.hdf5,1
0.499999_DM_621.92_beam_0C2020_02_21_19:31:13.fil.hdf5,1
0.0931_DM_445.88_beam_435C2020_04_12_06:23:45.fil.hdf5,0
0.500001_DM_113.59_beam_3C2020_02_02_05:48:55.fil.hdf5,0
0.500004_DM_166.39_beam_0C2020_04_12_00:13:18.fil.hdf5,1
0.499997_DM_171.61_beam_0C2020_04_07_02:52:56.fil.hdf5,1
0.500002_DM_116.05_beam_0C2020_04_12_03:52:48.fil.hdf5,1
0.499997_DM_40.83_beam_173C2019_12_06_15:48:46.fil.hdf5,0
0.5_DM_49.12_beam_0C2020_03_28_12:56:04.fil.hdf5,1
0.599265_DM_422.87_beam_159C2020_04_27_17:57:39.fil.hdf5,0
0.765823_DM_27.32_beam_0C2020_04_13_10:11:38.fil.hdf5,0
0.499997_DM_383.29_beam_186C2020_04_13_00:46:05.fil.hdf5,0
0.61729_DM_122.19_beam_0I2020_01_12_23:48:25.fil.hdf5,0
0.548943_DM_307.31_beam_0I2020_01_12_23:35:33.fil.hdf5,0
0.013477_DM_2345.37_beam_0C2020_03_31_00:06:52.fil.hdf5,0
0.849515_DM_75.52_beam_0C2020_04_14_01:27:04.fil.hdf5,1
0.499999_DM_31.62_beam_0C2020_04_11_22:32:54.fil.hdf5,1
0.499996_DM_66.00_beam_656C2019_12_06_15:45:19.fil.hdf5,0
0.499997_DM_144.60_beam_0C2020_03_15_15:14:29.fil.hdf5,1
0.499996_DM_237.93_beam_0C2020_04_11_21:26:20.fil.hdf5,1
0.499997_DM_177.75_beam_0C2020_03_15_17:47:48.fil.hdf5,1
0.500002_DM_23.02_beam_0C2020_04_13_08:22:14.fil.hdf5,1
0.5_DM_32.85_beam_117C2019_12_06_15:27:18.fil.hdf5,0
0.500001_DM_68.77_beam_5C2020_02_16_00:46:30_1.fil.hdf5,0
0.500005_DM_98.24_beam_9C2020_04_07_01:49:40.fil.hdf5,0
0.500002_DM_172.23_beam_0C2020_03_23_03:06:00.fil.hdf5,0
0.5_DM_57.10_beam_0C2020_03_30_03:58:51.fil.hdf5,1
0.808849_DM_39.60_beam_403C2020_04_23_23:10:22.fil.hdf5,0
0.500003_DM_75.83_beam_0C2020_04_07_01:13:58.fil.hdf5,1
0.476103_DM_118.19_beam_168C2020_04_27_17:58:10.fil.hdf5,0
0.744997_DM_813.66_beam_9C2020_04_07_01:37:09.fil.hdf5,0
0.5_DM_639.52_beam_9C2020_02_21_21:36:52.fil.hdf5,0
0.499999_DM_52.50_beam_424C2020_01_12_22:27:35_1.fil.hdf5,0
0.499999_DM_75.22_beam_333C2019_12_06_15:48:36.fil.hdf5,0
0.867795_DM_60.17_beam_2C2020_02_02_04:37:23.fil.hdf5,0
0.542416_DM_279.37_beam_0I2020_01_12_23:41:47.fil.hdf5,0
0.499996_DM_49.12_beam_0C2020_03_20_21:11:29.fil.hdf5,1
0.499999_DM_174.07_beam_0C2020_04_07_02:55:33.fil.hdf5,1
0.499998_DM_58.94_beam_0C2020_03_30_04:08:21.fil.hdf5,1
0.253418_DM_164.86_beam_0C2020_03_23_03:02:48.fil.hdf5,1
0.500004_DM_25.79_beam_234C2020_04_13_01:35:38.fil.hdf5,0
0.477279_DM_322.04_beam_0I2020_01_12_23:28:37.fil.hdf5,0
0.162367_DM_52.80_beam_9C2020_02_02_04:24:18.fil.hdf5,0
0.320389_DM_248.06_beam_0I2020_01_12_23:37:58.fil.hdf5,0
0.078401_DM_1557.16_beam_63C2020_05_25_02:11:06.fil.hdf5,0
0.500002_DM_281.52_beam_0C2020_04_11_23:02:26.fil.hdf5,1
0.500001_DM_34.69_beam_258C2020_04_22_15:26:31.fil.hdf5,0
0.500001_DM_270.47_beam_0C2020_02_03_23:51:15.fil.hdf5,1
0.500002_DM_166.09_beam_0C2020_03_23_03:03:43.fil.hdf5,1
0.500005_DM_51.88_beam_11C2020_02_16_01:06:01.fil.hdf5,0
0.5_DM_23.02_beam_0C2020_04_13_08:23:04.fil.hdf5,1
0.499996_DM_69.38_beam_6C2020_02_02_06:31:58.fil.hdf5,0
0.499999_DM_420.45_beam_695C2020_04_13_00:46:05.fil.hdf5,0
0.499999_DM_176.22_beam_0C2020_04_13_07:50:19.fil.hdf5,1
0.046548_DM_1534.55_beam_216C2020_05_25_02:11:06.fil.hdf5,0
0.831971_DM_35.92_beam_398C2020_04_23_23:10:22.fil.hdf5,0
0.500001_DM_31.93_beam_0C2020_04_11_22:30:19.fil.hdf5,1
0.500002_DM_164.55_beam_0C2020_04_12_00:17:03.fil.hdf5,1
0.691098_DM_382.64_beam_184C2020_04_13_00:46:29.fil.hdf5,0
0.5_DM_771.23_beam_5C2020_02_14_05:16:13.fil.hdf5,0
0.500002_DM_221.96_beam_0C2020_04_11_23:23:40.fil.hdf5,1
0.500001_DM_49.12_beam_0C2020_03_20_20:55:34.fil.hdf5,1
0.500002_DM_52.19_beam_8C2020_02_16_06:38:40.fil.hdf5,0
0.499997_DM_31.01_beam_0C2020_04_19_18:44:03.fil.hdf5,0
0.499996_DM_55.87_beam_3C2020_02_27_00:56:19.fil.hdf5,0
0.500001_DM_49.12_beam_0C2020_03_28_14:43:03.fil.hdf5,1
0.499998_DM_32.23_beam_334C2020_04_12_03:33:22.fil.hdf5,0
0.847896_DM_1883.16_beam_409C2019_12_18_08:43:52.fil.hdf5,0
0.500001_DM_174.07_beam_0C2020_04_07_03:16:13.fil.hdf5,1
0.499997_DM_281.52_beam_0C2020_04_11_22:53:33.fil.hdf5,1
0.499997_DM_180.21_beam_0C2020_04_11_20:42:17.fil.hdf5,1
0.610862_DM_176.53_beam_0I2020_01_12_23:56:21.fil.hdf5,0
0.500005_DM_163.94_beam_0C2020_04_12_00:06:24.fil.hdf5,1
0.500001_DM_136.92_beam_0C2020_04_19_18:17:48.fil.hdf5,1
0.976583_DM_49.12_beam_0C2020_03_28_12:55:35.fil.hdf5,1
0.460592_DM_2264.98_beam_230C2020_04_12_04:09:48.fil.hdf5,0
0.500003_DM_22.41_beam_0C2020_03_15_12:37:42.fil.hdf5,0
0.500002_DM_49.12_beam_0C2020_03_20_21:23:49.fil.hdf5,1
0.500003_DM_27.94_beam_0C2020_04_19_16:44:36.fil.hdf5,0
0.500004_DM_75.83_beam_0C2020_02_02_11:21:34_1.fil.hdf5,1
0.499999_DM_92.10_beam_7C2020_02_16_00:57:30.fil.hdf5,0
0.500002_DM_53.73_beam_0C2020_02_21_20:28:44.fil.hdf5,0
0.367704_DM_73.37_beam_0I2020_01_12_23:56:15.fil.hdf5,0
0.94773_DM_668.21_beam_2C2020_02_02_04:36:02.fil.hdf5,0
0.499999_DM_340.46_beam_0C2020_03_15_19:15:31.fil.hdf5,1
0.499999_DM_383.94_beam_0C2020_04_19_18:01:36.fil.hdf5,1
0.705491_DM_75.83_beam_0C2020_02_02_11:21:30.fil.hdf5,1
0.726871_DM_106.53_beam_0I2020_01_12_23:32:22.fil.hdf5,0
0.500001_DM_1878.14_beam_80C2020_01_12_23:23:50.fil.hdf5,0
0.500002_DM_55.57_beam_3C2020_02_02_04:31:02.fil.hdf5,0
0.500002_DM_191.88_beam_0C2020_04_14_01:39:35.fil.hdf5,1
0.838091_DM_747.10_beam_526C2020_04_13_00:48:33.fil.hdf5,0
0.500002_DM_61.09_beam_6C2020_02_21_20:28:44.fil.hdf5,0
0.500001_DM_96.70_beam_7C2020_02_16_01:57:17.fil.hdf5,0
0.448491_DM_87.19_beam_0C2020_04_19_16:08:48.fil.hdf5,1
0.499999_DM_177.14_beam_0C2020_03_15_17:47:31.fil.hdf5,1
0.499998_DM_49.12_beam_0C2020_03_28_15:04:32.fil.hdf5,1
0.500001_DM_161.18_beam_0C2020_03_23_03:09:15.fil.hdf5,1
0.500001_DM_36.53_beam_71C2020_04_23_23:01:00.fil.hdf5,0
0.799816_DM_505.21_beam_183C2020_04_23_23:09:37.fil.hdf5,0
0.627555_DM_27.94_beam_21C2020_04_27_02:17:58.fil.hdf5,0
0.394438_DM_237.62_beam_0C2020_04_11_21:24:03.fil.hdf5,1
0.499999_DM_26.09_beam_0C2020_04_13_10:23:21.fil.hdf5,1
0.499998_DM_1474.51_beam_233C2020_01_02_15:33:12.fil.hdf5,0
0.680683_DM_28.86_beam_9C2020_03_23_03:07:48.fil.hdf5,0
0.500003_DM_425.67_beam_650C2020_04_13_00:46:29.fil.hdf5,0
0.499999_DM_42.06_beam_4C2020_04_07_01:21:35.fil.hdf5,1
0.500002_DM_53.42_beam_7C2020_02_16_06:38:38.fil.hdf5,0
0.5_DM_41.14_beam_512C2020_04_13_00:46:17.fil.hdf5,0
0.500002_DM_241.30_beam_0C2020_04_12_04:32:44.fil.hdf5,1
0.499996_DM_780.74_beam_9C2020_04_27_02:16:57.fil.hdf5,0
0.500005_DM_280.90_beam_0C2020_03_15_22:12:13.fil.hdf5,1
0.499997_DM_49.12_beam_0C2020_03_28_15:05:06.fil.hdf5,1
0.499999_DM_157.18_beam_0C2020_04_12_01:13:22.fil.hdf5,1
0.499999_DM_768.62_beam_186C2019_12_18_08:43:46.fil.hdf5,0
0.5_DM_501.30_beam_0C2020_03_15_20:15:33.fil.hdf5,1
0.499997_DM_54.34_beam_0C2020_04_19_17:31:32.fil.hdf5,1
0.499997_DM_54.34_beam_3C2020_02_02_04:25:05.fil.hdf5,0
0.629237_DM_132.32_beam_0I2020_01_12_23:56:51.fil.hdf5,0
0.5_DM_201.39_beam_0C2020_04_19_17:51:06.fil.hdf5,1
0.499999_DM_33.77_beam_755C2020_04_23_23:10:13.fil.hdf5,0
0.500001_DM_75.83_beam_0C2020_04_14_01:27:06.fil.hdf5,1
0.5_DM_70.92_beam_654C2020_04_23_23:08:22.fil.hdf5,0
0.499998_DM_73.07_beam_0C2020_04_19_16:38:56.fil.hdf5,1
0.500004_DM_49.12_beam_0C2020_03_28_14:56:22.fil.hdf5,1
0.500002_DM_29.16_beam_0C2020_04_13_09:27:15.fil.hdf5,1
0.5_DM_22.72_beam_0C2020_03_15_16:02:34.fil.hdf5,0
0.499997_DM_25.17_beam_595C2020_04_23_23:00:46.fil.hdf5,0
0.500002_DM_49.12_beam_0C2020_03_20_20:09:17.fil.hdf5,1
0.500002_DM_174.99_beam_0C2020_04_07_02:51:28.fil.hdf5,1
0.500003_DM_769.27_beam_11C2020_02_04_03:18:02.fil.hdf5,0
0.862589_DM_1737.46_beam_26C2019_12_18_08:44:12.fil.hdf5,0
0.499996_DM_165.47_beam_0C2020_04_11_23:53:59.fil.hdf5,1
0.500001_DM_72.14_beam_10C2020_02_21_20:36:44.fil.hdf5,0
0.500004_DM_42.67_beam_560C2020_04_23_23:00:33.fil.hdf5,0
0.053897_DM_3062.68_beam_0C2020_04_13_04:17:12.fil.hdf5,0
0.5_DM_26.09_beam_0C2020_04_13_10:12:25.fil.hdf5,1
0.499999_DM_54.34_beam_3C2020_02_16_01:57:12.fil.hdf5,0
0.5_DM_256.04_beam_0C2020_04_19_17:06:44.fil.hdf5,1
0.499999_DM_656.48_beam_0I2020_01_12_23:43:47.fil.hdf5,0
0.500002_DM_281.83_beam_0C2020_04_11_23:02:44.fil.hdf5,1
0.5_DM_49.12_beam_0C2020_03_28_15:08:37.fil.hdf5,1
0.499997_DM_354.58_beam_0C2020_04_19_20:36:21.fil.hdf5,1
0.613614_DM_30.70_beam_0C2020_04_13_08:46:54.fil.hdf5,1
0.499998_DM_49.12_beam_0C2020_03_28_14:43:56.fil.hdf5,1
0.499997_DM_25.48_beam_0C2020_04_13_10:15:35.fil.hdf5,1
0.886953_DM_608.69_beam_2C2020_04_27_17:57:38.fil.hdf5,0
0.090097_DM_75.83_beam_0C2020_02_27_23:54:49.fil.hdf5,1
0.5_DM_93.33_beam_0C2020_04_11_21:58:41.fil.hdf5,1
0.500002_DM_31.62_beam_0C2020_04_11_22:47:06.fil.hdf5,1
0.500002_DM_166.70_beam_0C2020_02_03_02:23:33.fil.hdf5,1
0.499999_DM_23.64_beam_0C2020_03_15_18:15:19.fil.hdf5,0
0.500001_DM_353.36_beam_0I2020_01_12_23:58:10.fil.hdf5,0
0.500002_DM_75.83_beam_0C2020_02_02_11:20:44.fil.hdf5,1
0.299049_DM_74.60_beam_0I2020_01_12_23:45:48_1.fil.hdf5,0
0.18068_DM_295.64_beam_0C2020_04_19_20:12:01.fil.hdf5,1
0.5_DM_96.70_beam_0C2020_02_02_10:32:25.fil.hdf5,1
0.769491_DM_186.04_beam_431C2019_12_06_15:45:19.fil.hdf5,0
0.500002_DM_163.94_beam_0C2020_04_11_23:56:53.fil.hdf5,1
0.500001_DM_293.19_beam_0C2020_04_19_19:47:41.fil.hdf5,1
0.249896_DM_1950.98_beam_56C2020_04_12_05:16:22.fil.hdf5,0
0.590114_DM_424.17_beam_610C2020_04_27_17:57:39.fil.hdf5,0
0.540575_DM_58.64_beam_554C2020_04_13_03:30:38.fil.hdf5,0
0.953242_DM_85.65_beam_10C2020_02_03_23:33:50.fil.hdf5,0
0.195994_DM_2192.14_beam_135C2020_04_13_00:54:37.fil.hdf5,0
0.5_DM_70.92_beam_0C2020_04_19_16:24:14.fil.hdf5,1
0.019603_DM_1359.30_beam_9C2020_02_14_04:43:22.fil.hdf5,0
0.5_DM_24.87_beam_0C2020_04_13_10:10:48.fil.hdf5,1
0.499996_DM_176.83_beam_0C2020_04_07_03:00:23.fil.hdf5,1
0.499999_DM_240.69_beam_0C2020_04_12_04:48:38.fil.hdf5,1
0.5_DM_49.12_beam_0C2020_03_28_15:25:14.fil.hdf5,1
0.499996_DM_49.12_beam_0C2020_03_28_15:16:43.fil.hdf5,1
0.499999_DM_73.99_beam_0C2020_04_19_17:02:36.fil.hdf5,1
0.5_DM_282.44_beam_0I2020_01_12_23:54:28.fil.hdf5,0
0.500005_DM_281.52_beam_0C2020_04_11_23:05:59.fil.hdf5,1
0.572882_DM_99.47_beam_191C2020_04_23_23:09:37.fil.hdf5,0
0.499998_DM_57.41_beam_0C2020_04_19_17:38:49.fil.hdf5,1
0.500004_DM_233.63_beam_0C2020_04_12_02:57:17.fil.hdf5,1
0.499999_DM_120.04_beam_325C2019_12_06_15:47:19.fil.hdf5,0
0.499997_DM_341.69_beam_0C2020_03_15_19:06:25.fil.hdf5,1
0.499997_DM_1418.08_beam_187C2020_04_27_17:56:12.fil.hdf5,0
0.499998_DM_25.48_beam_0C2020_04_13_10:13:54.fil.hdf5,1
0.499999_DM_383.29_beam_607C2020_04_23_23:05:05.fil.hdf5,0
0.544102_DM_2901.08_beam_192C2020_05_31_18:20:43.fil.hdf5,0
0.507351_DM_4806.68_beam_79C2020_04_12_03:34:33.fil.hdf5,0
0.499996_DM_3134.68_beam_201C2020_01_20_10:33:28.fil.hdf5,0
0.687265_DM_25.79_beam_202C2020_04_22_15:30:59.fil.hdf5,0
0.500002_DM_1530.21_beam_0C2020_02_02_12:06:29.fil.hdf5,0
0.500003_DM_76.44_beam_9C2020_02_16_01:48:29.fil.hdf5,0
0.500001_DM_177.75_beam_0C2020_03_30_01:44:58.fil.hdf5,1
0.500001_DM_137.23_beam_0I2020_01_12_22:52:58.fil.hdf5,0
0.791542_DM_2395.61_beam_24C2019_12_18_08:44:16.fil.hdf5,0
0.499997_DM_204.77_beam_513C2020_04_13_00:46:27.fil.hdf5,0
0.499996_DM_199.55_beam_0I2020_01_12_23:46:38.fil.hdf5,0
0.499999_DM_163.94_beam_0C2020_04_12_00:19:53.fil.hdf5,1
0.500004_DM_161.48_beam_0C2020_04_12_00:10:56.fil.hdf5,1
0.499999_DM_49.12_beam_0C2020_03_28_15:03:32.fil.hdf5,1
0.193298_DM_75.83_beam_0C2020_02_27_23:56:27.fil.hdf5,1
0.499997_DM_157.49_beam_0C2020_04_12_01:19:01.fil.hdf5,1
0.5_DM_49.12_beam_0C2020_03_28_15:15:14.fil.hdf5,1
0.500004_DM_29.16_beam_0C2020_04_13_09:29:53.fil.hdf5,1
0.500003_DM_39.91_beam_0I2020_04_13_01:30:50.fil.hdf5,0
0.5_DM_177.14_beam_0C2020_04_13_07:49:56.fil.hdf5,1
0.500002_DM_402.20_beam_0C2020_02_03_05:41:52.fil.hdf5,1
0.499997_DM_57.41_beam_0C2020_04_19_17:39:03.fil.hdf5,1
0.08841_DM_75.83_beam_0C2020_02_02_11:21:22.fil.hdf5,1
0.500001_DM_53.42_beam_8C2020_02_03_01:44:16.fil.hdf5,0
0.499998_DM_771.88_beam_0C2020_04_14_04:12:12.fil.hdf5,0
0.500004_DM_93.33_beam_0C2020_04_11_21:51:51.fil.hdf5,1
0.499999_DM_85.65_beam_0C2020_04_11_21:09:06.fil.hdf5,1
0.81727_DM_1111.17_beam_0C2020_04_13_09:54:38.fil.hdf5,0
0.500004_DM_49.12_beam_0C2020_03_28_15:04:23.fil.hdf5,1
0.500001_DM_175.60_beam_0C2020_04_07_02:49:47.fil.hdf5,1
0.499996_DM_4793.75_beam_194C2020_05_31_18:22:11.fil.hdf5,0
0.499998_DM_209.37_beam_0C2020_03_15_15:58:31.fil.hdf5,1
0.5_DM_22.10_beam_0C2020_03_15_16:39:37.fil.hdf5,0
0.98509_DM_675.38_beam_288C2019_12_18_08:42:55.fil.hdf5,0
0.119892_DM_219.20_beam_0I2020_01_12_23:27:02.fil.hdf5,0
0.499999_DM_621.92_beam_0C2020_02_21_19:29:15.fil.hdf5,1
0.70457_DM_2151.94_beam_3C2019_12_18_08:42:47.fil.hdf5,0
0.715292_DM_716.46_beam_216C2019_12_18_08:44:10.fil.hdf5,0
0.500004_DM_101.00_beam_0C2020_04_07_01:41:51.fil.hdf5,1
0.553896_DM_383.29_beam_109C2020_04_13_00:46:05.fil.hdf5,0
0.500004_DM_21.80_beam_0C2020_03_15_22:52:51.fil.hdf5,0
0.500003_DM_75.83_beam_0C2020_02_27_23:54:44.fil.hdf5,1
0.499998_DM_177.14_beam_0C2020_04_13_07:53:29.fil.hdf5,1
0.5_DM_75.83_beam_0C2020_03_15_23:07:28.fil.hdf5,1
0.500004_DM_49.12_beam_0C2020_03_28_14:38:03.fil.hdf5,1
0.500003_DM_1259.83_beam_145C2020_05_31_18:20:28.fil.hdf5,0
0.5_DM_31.93_beam_658C2019_12_06_15:47:23.fil.hdf5,0
0.500004_DM_92.10_beam_0C2020_04_19_19:52:12.fil.hdf5,1
0.591872_DM_1455.52_beam_435C2020_01_02_15:33:12.fil.hdf5,0
0.500002_DM_577.58_beam_2C2020_02_02_03:19:25.fil.hdf5,0
0.499997_DM_31.31_beam_560C2020_04_27_02:17:58.fil.hdf5,0
0.500004_DM_51.88_beam_11C2020_02_03_23:10:13.fil.hdf5,0
0.499998_DM_23.02_beam_0C2020_04_13_08:30:42.fil.hdf5,1
0.499997_DM_177.45_beam_0C2020_03_15_17:37:12.fil.hdf5,1
0.499999_DM_34.08_beam_648C2019_12_06_15:48:17.fil.hdf5,0
0.499998_DM_31.93_beam_0C2020_04_11_22:32:19.fil.hdf5,1
0.499995_DM_25.79_beam_500C2020_04_23_23:00:49.fil.hdf5,0
0.499997_DM_31.01_beam_0C2020_04_13_08:41:00.fil.hdf5,1
0.500004_DM_241.92_beam_0C2020_04_12_04:37:46.fil.hdf5,1
0.499999_DM_31.31_beam_0C2020_04_13_08:45:52.fil.hdf5,1
0.5_DM_51.58_beam_289C2020_01_20_11:21:01.fil.hdf5,0
0.736417_DM_256.35_beam_510C2019_12_18_08:41:48.fil.hdf5,0
0.5_DM_729.50_beam_682C2020_04_13_00:48:33.fil.hdf5,0
0.500002_DM_341.69_beam_0C2020_03_15_19:04:04.fil.hdf5,1
0.055739_DM_41.14_beam_9C2020_04_07_04:56:32.fil.hdf5,0
0.500001_DM_77.06_beam_0C2020_04_19_20:21:01.fil.hdf5,1
0.500004_DM_53.73_beam_11C2020_02_03_22:51:32.fil.hdf5,0
0.500002_DM_32.85_beam_8C2020_04_08_23:10:34.fil.hdf5,0
0.5_DM_70.61_beam_0C2020_04_19_16:24:21.fil.hdf5,1
0.5_DM_378.53_beam_190C2020_04_23_23:05:05.fil.hdf5,0
0.499999_DM_205.38_beam_0C2020_03_15_16:01:35.fil.hdf5,1
0.499999_DM_58.33_beam_5C2020_02_02_04:25:14.fil.hdf5,0
0.83206_DM_30.09_beam_0C2020_04_11_22:13:14.fil.hdf5,1
0.500004_DM_49.12_beam_0C2020_03_28_15:21:43.fil.hdf5,1
0.500001_DM_93.33_beam_0C2020_04_11_21:53:47.fil.hdf5,1
0.500003_DM_220.43_beam_0C2020_04_11_23:30:39.fil.hdf5,1
0.499997_DM_2315.22_beam_599C2020_04_13_01:28:46.fil.hdf5,0
0.618828_DM_710.59_beam_234C2020_04_13_01:55:41.fil.hdf5,0
0.499998_DM_49.12_beam_0C2020_03_28_14:31:16.fil.hdf5,1
0.499999_DM_174.99_beam_0C2020_04_07_02:49:31.fil.hdf5,1
0.5_DM_30.09_beam_0C2020_04_11_22:13:12.fil.hdf5,1
0.499999_DM_57.10_beam_0C2020_03_30_04:03:17.fil.hdf5,1
0.5_DM_49.12_beam_0C2020_03_28_12:51:07.fil.hdf5,1
0.329367_DM_97.63_beam_0I2020_01_12_23:28:34.fil.hdf5,0
0.675172_DM_58.33_beam_501C2020_01_02_15:33:14.fil.hdf5,0
0.499998_DM_178.06_beam_0C2020_03_30_02:21:38.fil.hdf5,1
0.499996_DM_58.33_beam_0C2020_02_03_00:45:22.fil.hdf5,1
0.499998_DM_157.80_beam_0C2020_04_12_01:31:18.fil.hdf5,1
0.235195_DM_205.38_beam_0C2020_04_07_04:07:57.fil.hdf5,0
0.088199_DM_383.29_beam_454C2020_04_13_01:04:24.fil.hdf5,0
0.500004_DM_353.36_beam_0C2020_02_03_23:23:08.fil.hdf5,1
0.499998_DM_49.12_beam_0C2020_03_20_21:03:52.fil.hdf5,1
0.500002_DM_2769.90_beam_484C2019_12_18_08:42:22.fil.hdf5,0
0.499999_DM_51.88_beam_1C2020_02_02_05:48:04.fil.hdf5,0
0.499997_DM_282.44_beam_0C2020_04_11_23:02:46.fil.hdf5,1
0.500004_DM_346.91_beam_0I2020_01_12_23:18:17.fil.hdf5,0
0.795528_DM_203.54_beam_360C2019_12_18_08:42:55.fil.hdf5,0
0.500004_DM_356.43_beam_0C2020_04_19_20:32:47.fil.hdf5,1
0.499996_DM_49.12_beam_0C2020_03_28_15:23:32.fil.hdf5,1
0.500002_DM_63.55_beam_0C2020_04_19_17:09:15.fil.hdf5,1
0.500004_DM_62.63_beam_0C2020_02_16_01:48:50.fil.hdf5,0
0.500004_DM_280.90_beam_0C2020_03_15_22:30:34.fil.hdf5,1
0.500005_DM_177.14_beam_0C2020_04_13_08:00:01.fil.hdf5,1
0.499997_DM_23.64_beam_0C2020_03_15_13:07:56.fil.hdf5,0
0.499997_DM_387.20_beam_4C2020_04_14_02:29:26.fil.hdf5,0
0.707788_DM_75.83_beam_0C2020_04_14_01:26:32.fil.hdf5,1
0.5_DM_42.67_beam_119C2019_12_06_15:27:21.fil.hdf5,0
0.500002_DM_50.35_beam_649C2019_12_06_15:45:45.fil.hdf5,0
0.013472_DM_295.64_beam_6C2020_02_14_04:50:48.fil.hdf5,0
0.083296_DM_34.08_beam_317C2020_04_13_02:09:19.fil.hdf5,0
0.499999_DM_75.83_beam_0C2020_04_07_06:08:11.fil.hdf5,1
0.499999_DM_49.12_beam_0C2020_03_28_14:52:50.fil.hdf5,1
0.455382_DM_75.83_beam_0C2020_04_14_01:27:41.fil.hdf5,1
0.78174_DM_774.41_beam_487C2020_01_12_22:27:32.fil.hdf5,0
0.500001_DM_292.57_beam_0C2020_04_19_20:29:03.fil.hdf5,1
